,0
9300,NEUTRAL
9301,NEUTRAL
9302,NEUTRAL
9303,MIXED
9304,NEGATIVE
9305,NEGATIVE
9306,NEUTRAL
9307,NEUTRAL
9308,NEUTRAL
9309,NEUTRAL
9310,NEUTRAL
9311,NEGATIVE
9312,NEUTRAL
9313,NEUTRAL
9314,NEUTRAL
9315,NEGATIVE
9316,NEUTRAL
9317,NEUTRAL
9318,NEUTRAL
9319,NEUTRAL
9320,NEUTRAL
9321,NEUTRAL
9322,MIXED
9323,NEUTRAL
9324,NEUTRAL
9325,NEUTRAL
9326,NEUTRAL
9327,NEGATIVE
9328,NEUTRAL
9329,NEUTRAL
9330,NEUTRAL
9331,NEUTRAL
9332,NEUTRAL
9333,NEUTRAL
9334,NEGATIVE
9335,NEUTRAL
9336,NEUTRAL
9337,NEUTRAL
9338,NEUTRAL
9339,NEUTRAL
9340,NEUTRAL
9341,NEUTRAL
9342,NEUTRAL
9343,NEUTRAL
9344,NEUTRAL
9345,NEUTRAL
9346,NEUTRAL
9347,NEUTRAL
9348,NEUTRAL
9349,NEUTRAL
9350,NEUTRAL
9351,NEGATIVE
9352,NEUTRAL
9353,NEUTRAL
9354,NEUTRAL
9355,NEUTRAL
9356,NEUTRAL
9357,NEUTRAL
9358,NEUTRAL
9359,NEUTRAL
9360,NEUTRAL
9361,NEGATIVE
9362,NEUTRAL
9363,NEGATIVE
9364,NEUTRAL
9365,NEUTRAL
9366,NEUTRAL
9367,NEUTRAL
9368,NEUTRAL
9369,NEGATIVE
9370,NEUTRAL
9371,NEUTRAL
9372,NEUTRAL
9373,NEUTRAL
9374,NEUTRAL
9375,NEUTRAL
9376,NEUTRAL
9377,NEUTRAL
9378,NEUTRAL
9379,NEUTRAL
9380,NEUTRAL
9381,MIXED
9382,NEGATIVE
9383,NEUTRAL
9384,NEUTRAL
9385,NEUTRAL
9386,NEUTRAL
9387,NEUTRAL
9388,MIXED
9389,NEUTRAL
9390,NEUTRAL
9391,NEUTRAL
9392,NEUTRAL
9393,NEUTRAL
9394,NEUTRAL
9395,NEUTRAL
9396,NEGATIVE
9397,NEUTRAL
9398,MIXED
9399,NEUTRAL
9400,NEUTRAL
9401,NEUTRAL
9402,NEUTRAL
9403,NEUTRAL
9404,NEUTRAL
9405,NEUTRAL
9406,NEUTRAL
9407,NEUTRAL
9408,NEUTRAL
9409,NEGATIVE
9410,NEUTRAL
9411,NEUTRAL
9412,NEUTRAL
9413,NEUTRAL
9414,NEUTRAL
9415,NEUTRAL
9416,NEUTRAL
9417,NEUTRAL
9418,NEUTRAL
9419,NEUTRAL
9420,NEUTRAL
9421,NEUTRAL
9422,NEUTRAL
9423,NEUTRAL
9424,NEGATIVE
9425,NEUTRAL
9426,NEUTRAL
9427,NEUTRAL
9428,NEUTRAL
9429,MIXED
9430,NEGATIVE
9431,NEUTRAL
9432,NEUTRAL
9433,NEUTRAL
9434,NEUTRAL
9435,NEUTRAL
9436,NEUTRAL
9437,NEUTRAL
9438,NEUTRAL
9439,NEUTRAL
9440,NEUTRAL
9441,NEUTRAL
9442,NEUTRAL
9443,NEUTRAL
9444,NEUTRAL
9445,NEUTRAL
9446,NEGATIVE
9447,NEGATIVE
9448,NEUTRAL
9449,NEUTRAL
9450,MIXED
9451,NEUTRAL
9452,NEGATIVE
9453,NEUTRAL
9454,NEUTRAL
9455,MIXED
9456,NEUTRAL
9457,NEUTRAL
9458,NEUTRAL
9459,NEUTRAL
9460,NEUTRAL
9461,NEUTRAL
9462,NEUTRAL
9463,NEUTRAL
9464,NEUTRAL
9465,NEUTRAL
9466,NEUTRAL
9467,NEUTRAL
9468,NEUTRAL
9469,NEUTRAL
9470,NEUTRAL
9471,NEUTRAL
9472,NEGATIVE
9473,NEUTRAL
9474,NEUTRAL
9475,NEUTRAL
9476,NEUTRAL
9477,NEUTRAL
9478,NEUTRAL
9479,NEUTRAL
9480,NEUTRAL
9481,NEUTRAL
9482,NEUTRAL
9483,NEGATIVE
9484,NEUTRAL
9485,NEUTRAL
9486,NEUTRAL
9487,NEUTRAL
9488,NEUTRAL
9489,NEUTRAL
9490,NEGATIVE
9491,NEUTRAL
9492,NEUTRAL
9493,NEUTRAL
9494,NEUTRAL
9495,NEUTRAL
9496,NEUTRAL
9497,NEUTRAL
9498,NEUTRAL
9499,NEUTRAL
9500,MIXED
9501,NEUTRAL
9502,MIXED
9503,NEUTRAL
9504,NEUTRAL
9505,NEUTRAL
9506,NEUTRAL
9507,MIXED
9508,NEUTRAL
9509,NEUTRAL
9510,NEUTRAL
9511,NEUTRAL
9512,NEUTRAL
9513,NEUTRAL
9514,NEUTRAL
9515,NEUTRAL
9516,NEUTRAL
9517,NEUTRAL
9518,NEUTRAL
9519,NEUTRAL
9520,NEUTRAL
9521,NEUTRAL
9522,NEUTRAL
9523,NEUTRAL
9524,NEUTRAL
9525,NEUTRAL
9526,NEUTRAL
9527,NEUTRAL
9528,NEUTRAL
9529,NEUTRAL
9530,NEUTRAL
9531,NEGATIVE
9532,NEUTRAL
9533,NEUTRAL
9534,NEUTRAL
9535,NEUTRAL
9536,NEUTRAL
9537,NEGATIVE
9538,NEGATIVE
9539,NEUTRAL
9540,NEUTRAL
9541,NEUTRAL
9542,NEUTRAL
9543,NEUTRAL
9544,NEUTRAL
9545,NEUTRAL
9546,NEUTRAL
9547,NEGATIVE
9548,NEGATIVE
9549,NEUTRAL
9550,NEUTRAL
9551,NEUTRAL
9552,NEUTRAL
9553,NEUTRAL
9554,NEUTRAL
9555,NEUTRAL
9556,NEUTRAL
9557,NEUTRAL
9558,NEUTRAL
9559,NEUTRAL
9560,NEUTRAL
9561,NEUTRAL
9562,NEUTRAL
9563,NEUTRAL
9564,NEUTRAL
9565,NEUTRAL
9566,NEUTRAL
9567,NEUTRAL
9568,NEUTRAL
9569,NEUTRAL
9570,NEUTRAL
9571,NEUTRAL
9572,NEUTRAL
9573,MIXED
9574,NEUTRAL
9575,NEUTRAL
9576,NEUTRAL
9577,MIXED
9578,NEGATIVE
9579,NEUTRAL
9580,NEUTRAL
9581,NEUTRAL
9582,MIXED
9583,NEUTRAL
9584,NEUTRAL
9585,NEUTRAL
9586,NEUTRAL
9587,NEUTRAL
9588,NEUTRAL
9589,NEUTRAL
9590,NEUTRAL
9591,NEUTRAL
9592,NEUTRAL
9593,NEUTRAL
9594,NEUTRAL
9595,NEUTRAL
9596,NEUTRAL
9597,NEUTRAL
9598,NEUTRAL
9599,NEUTRAL
9600,MIXED
9601,NEUTRAL
9602,NEUTRAL
9603,NEGATIVE
9604,NEUTRAL
9605,NEUTRAL
9606,NEUTRAL
9607,NEUTRAL
9608,NEUTRAL
9609,NEUTRAL
9610,NEGATIVE
9611,NEUTRAL
9612,NEUTRAL
9613,NEUTRAL
9614,NEGATIVE
9615,NEUTRAL
9616,NEUTRAL
9617,NEUTRAL
9618,NEUTRAL
9619,NEUTRAL
9620,NEUTRAL
9621,NEUTRAL
9622,NEUTRAL
9623,NEUTRAL
9624,NEUTRAL
9625,NEUTRAL
9626,NEUTRAL
9627,NEUTRAL
9628,NEUTRAL
9629,NEUTRAL
9630,NEGATIVE
9631,NEUTRAL
9632,NEUTRAL
9633,NEUTRAL
9634,NEGATIVE
9635,NEUTRAL
9636,NEUTRAL
9637,NEUTRAL
9638,NEUTRAL
9639,NEUTRAL
9640,NEUTRAL
9641,NEUTRAL
9642,NEGATIVE
9643,NEUTRAL
9644,NEUTRAL
9645,NEUTRAL
9646,NEUTRAL
9647,NEUTRAL
9648,NEUTRAL
9649,NEUTRAL
9650,NEUTRAL
9651,NEUTRAL
9652,NEUTRAL
9653,NEUTRAL
9654,NEUTRAL
9655,NEUTRAL
9656,NEUTRAL
9657,NEUTRAL
9658,NEUTRAL
9659,NEUTRAL
9660,NEUTRAL
9661,NEUTRAL
9662,NEUTRAL
9663,NEUTRAL
9664,NEUTRAL
9665,NEGATIVE
9666,NEUTRAL
9667,NEUTRAL
9668,NEUTRAL
9669,NEUTRAL
9670,NEUTRAL
9671,NEUTRAL
9672,MIXED
9673,NEUTRAL
9674,NEUTRAL
9675,NEUTRAL
9676,NEUTRAL
9677,NEUTRAL
9678,NEUTRAL
9679,NEUTRAL
9680,NEUTRAL
9681,NEUTRAL
9682,NEGATIVE
9683,NEUTRAL
9684,NEUTRAL
9685,NEUTRAL
9686,NEUTRAL
9687,NEUTRAL
9688,NEUTRAL
9689,NEUTRAL
9690,NEUTRAL
9691,NEUTRAL
9692,NEUTRAL
9693,NEUTRAL
9694,NEGATIVE
9695,NEGATIVE
9696,NEUTRAL
9697,NEUTRAL
9698,NEUTRAL
9699,NEUTRAL
9700,NEUTRAL
9701,NEUTRAL
9702,NEUTRAL
9703,NEUTRAL
9704,NEGATIVE
9705,NEUTRAL
9706,NEUTRAL
9707,NEUTRAL
9708,NEGATIVE
9709,NEUTRAL
9710,NEUTRAL
9711,MIXED
9712,NEUTRAL
9713,NEUTRAL
9714,NEGATIVE
9715,NEUTRAL
9716,NEUTRAL
9717,NEUTRAL
9718,NEUTRAL
9719,NEUTRAL
9720,NEUTRAL
9721,NEUTRAL
9722,NEUTRAL
9723,NEUTRAL
9724,NEUTRAL
9725,NEUTRAL
9726,NEUTRAL
9727,NEUTRAL
9728,NEGATIVE
9729,NEUTRAL
9730,NEUTRAL
9731,NEUTRAL
9732,NEUTRAL
9733,NEUTRAL
9734,NEUTRAL
9735,NEUTRAL
9736,NEUTRAL
9737,NEUTRAL
9738,NEUTRAL
9739,NEUTRAL
9740,NEUTRAL
9741,NEUTRAL
9742,NEUTRAL
9743,NEUTRAL
9744,NEUTRAL
9745,MIXED
9746,NEUTRAL
9747,NEUTRAL
9748,NEUTRAL
9749,MIXED
9750,NEUTRAL
9751,NEGATIVE
9752,NEUTRAL
9753,NEUTRAL
9754,NEUTRAL
9755,NEUTRAL
9756,NEUTRAL
9757,NEUTRAL
9758,NEUTRAL
9759,NEUTRAL
9760,NEUTRAL
9761,MIXED
9762,NEUTRAL
9763,NEUTRAL
9764,NEUTRAL
9765,NEUTRAL
9766,NEUTRAL
9767,NEUTRAL
9768,NEUTRAL
9769,NEUTRAL
9770,NEUTRAL
9771,NEUTRAL
9772,NEUTRAL
9773,NEUTRAL
9774,NEUTRAL
9775,NEUTRAL
9776,NEUTRAL
9777,NEUTRAL
9778,NEUTRAL
9779,NEUTRAL
9780,MIXED
9781,NEUTRAL
9782,NEUTRAL
9783,MIXED
9784,NEGATIVE
9785,NEUTRAL
9786,NEUTRAL
9787,NEUTRAL
9788,NEUTRAL
9789,NEUTRAL
9790,NEUTRAL
9791,NEUTRAL
9792,NEUTRAL
9793,NEUTRAL
9794,NEUTRAL
9795,NEUTRAL
9796,MIXED
9797,NEUTRAL
9798,NEUTRAL
9799,NEUTRAL
9800,NEUTRAL
9801,NEUTRAL
9802,NEUTRAL
9803,NEUTRAL
9804,NEUTRAL
9805,NEGATIVE
9806,NEUTRAL
9807,NEUTRAL
9808,NEGATIVE
9809,NEGATIVE
9810,NEUTRAL
9811,NEUTRAL
9812,NEUTRAL
9813,NEUTRAL
9814,NEUTRAL
9815,NEUTRAL
9816,NEUTRAL
9817,NEUTRAL
9818,NEUTRAL
9819,NEUTRAL
9820,NEUTRAL
9821,NEGATIVE
9822,NEUTRAL
9823,NEUTRAL
9824,NEUTRAL
9825,NEUTRAL
9826,NEUTRAL
9827,NEUTRAL
9828,NEUTRAL
9829,NEUTRAL
9830,NEUTRAL
9831,NEGATIVE
9832,NEUTRAL
9833,NEUTRAL
9834,NEUTRAL
9835,NEUTRAL
9836,NEUTRAL
9837,NEUTRAL
9838,NEGATIVE
9839,NEUTRAL
9840,NEUTRAL
9841,NEUTRAL
9842,NEUTRAL
9843,NEUTRAL
9844,NEUTRAL
9845,NEUTRAL
9846,NEUTRAL
9847,NEUTRAL
9848,NEUTRAL
9849,NEGATIVE
9850,NEUTRAL
9851,NEUTRAL
9852,NEGATIVE
9853,NEUTRAL
9854,NEGATIVE
9855,NEUTRAL
9856,NEUTRAL
9857,NEUTRAL
9858,NEUTRAL
9859,NEUTRAL
9860,NEUTRAL
9861,NEUTRAL
9862,NEUTRAL
9863,NEGATIVE
9864,NEUTRAL
9865,NEUTRAL
9866,NEUTRAL
9867,NEGATIVE
9868,NEUTRAL
9869,NEGATIVE
9870,NEUTRAL
9871,NEUTRAL
9872,NEUTRAL
9873,NEUTRAL
9874,NEUTRAL
9875,NEUTRAL
9876,NEUTRAL
9877,NEUTRAL
9878,NEUTRAL
9879,NEUTRAL
9880,NEUTRAL
9881,NEUTRAL
9882,NEGATIVE
9883,NEUTRAL
9884,NEUTRAL
9885,NEUTRAL
9886,NEUTRAL
9887,MIXED
9888,NEUTRAL
9889,NEUTRAL
9890,NEUTRAL
9891,NEUTRAL
9892,NEUTRAL
9893,NEUTRAL
9894,NEUTRAL
9895,NEUTRAL
9896,NEUTRAL
9897,NEGATIVE
9898,NEUTRAL
9899,NEUTRAL
9900,NEUTRAL
9901,NEUTRAL
9902,NEUTRAL
9903,NEUTRAL
9904,NEUTRAL
9905,NEUTRAL
9906,NEUTRAL
9907,NEUTRAL
9908,NEUTRAL
9909,NEUTRAL
9910,NEGATIVE
9911,NEUTRAL
9912,NEUTRAL
9913,NEUTRAL
9914,NEUTRAL
9915,NEUTRAL
9916,NEGATIVE
9917,NEUTRAL
9918,NEUTRAL
9919,NEUTRAL
9920,NEUTRAL
9921,NEUTRAL
9922,NEUTRAL
9923,NEGATIVE
9924,NEUTRAL
9925,NEGATIVE
9926,NEUTRAL
9927,NEUTRAL
9928,NEUTRAL
9929,NEUTRAL
9930,NEUTRAL
9931,NEUTRAL
9932,NEUTRAL
9933,NEUTRAL
9934,NEUTRAL
9935,NEUTRAL
9936,NEUTRAL
9937,NEUTRAL
9938,NEUTRAL
9939,NEUTRAL
9940,NEUTRAL
9941,NEUTRAL
9942,NEUTRAL
9943,NEUTRAL
9944,MIXED
9945,NEUTRAL
9946,NEUTRAL
9947,NEGATIVE
9948,NEUTRAL
9949,NEUTRAL
9950,NEUTRAL
9951,NEGATIVE
9952,NEUTRAL
9953,MIXED
9954,NEUTRAL
9955,NEUTRAL
9956,NEUTRAL
9957,MIXED
9958,NEUTRAL
9959,MIXED
9960,NEUTRAL
9961,NEUTRAL
9962,NEUTRAL
9963,NEUTRAL
9964,NEUTRAL
9965,NEUTRAL
9966,NEUTRAL
9967,NEUTRAL
9968,NEUTRAL
9969,NEUTRAL
9970,NEUTRAL
9971,NEUTRAL
9972,NEUTRAL
9973,NEUTRAL
9974,NEUTRAL
9975,NEUTRAL
9976,NEUTRAL
9977,NEUTRAL
9978,NEUTRAL
9979,NEUTRAL
9980,NEUTRAL
9981,NEGATIVE
9982,NEUTRAL
9983,NEUTRAL
9984,NEUTRAL
9985,NEUTRAL
9986,NEUTRAL
9987,NEUTRAL
9988,NEUTRAL
9989,NEUTRAL
9990,NEUTRAL
9991,NEUTRAL
9992,NEUTRAL
9993,NEUTRAL
9994,NEUTRAL
9995,NEUTRAL
9996,NEGATIVE
9997,NEUTRAL
9998,NEUTRAL
9999,NEUTRAL
10000,MIXED
10001,NEGATIVE
10002,NEUTRAL
10003,NEUTRAL
10004,NEUTRAL
10005,NEUTRAL
10006,NEUTRAL
10007,NEUTRAL
10008,NEUTRAL
10009,NEUTRAL
10010,NEUTRAL
10011,NEUTRAL
10012,NEUTRAL
10013,NEUTRAL
10014,NEGATIVE
10015,NEUTRAL
10016,NEUTRAL
10017,NEUTRAL
10018,NEGATIVE
10019,NEUTRAL
10020,NEUTRAL
10021,NEUTRAL
10022,NEUTRAL
10023,NEUTRAL
10024,NEUTRAL
10025,NEUTRAL
10026,NEUTRAL
10027,NEUTRAL
10028,NEGATIVE
10029,NEGATIVE
10030,NEUTRAL
10031,NEUTRAL
10032,NEUTRAL
10033,NEUTRAL
10034,NEGATIVE
10035,NEUTRAL
10036,MIXED
10037,NEUTRAL
10038,NEUTRAL
10039,NEUTRAL
10040,NEUTRAL
10041,NEUTRAL
10042,NEUTRAL
10043,NEGATIVE
10044,NEUTRAL
10045,NEUTRAL
10046,NEUTRAL
10047,NEUTRAL
10048,NEUTRAL
10049,NEUTRAL
10050,NEGATIVE
10051,NEUTRAL
10052,NEUTRAL
10053,NEUTRAL
10054,NEUTRAL
10055,MIXED
10056,NEUTRAL
10057,NEUTRAL
10058,NEUTRAL
10059,NEUTRAL
10060,NEUTRAL
10061,NEUTRAL
10062,NEUTRAL
10063,NEUTRAL
10064,NEUTRAL
10065,NEUTRAL
10066,NEUTRAL
10067,NEGATIVE
10068,NEUTRAL
10069,NEUTRAL
10070,NEUTRAL
10071,NEUTRAL
10072,NEUTRAL
10073,NEGATIVE
10074,NEUTRAL
10075,NEUTRAL
10076,NEUTRAL
10077,NEUTRAL
10078,NEUTRAL
10079,NEUTRAL
10080,NEUTRAL
10081,MIXED
10082,NEUTRAL
10083,NEUTRAL
10084,NEUTRAL
10085,NEUTRAL
10086,NEUTRAL
10087,NEUTRAL
10088,NEUTRAL
10089,NEUTRAL
10090,NEUTRAL
10091,NEUTRAL
10092,NEUTRAL
10093,NEUTRAL
10094,NEUTRAL
10095,NEUTRAL
10096,NEUTRAL
10097,NEUTRAL
10098,NEUTRAL
10099,NEUTRAL
10100,NEUTRAL
10101,NEGATIVE
10102,NEUTRAL
10103,NEUTRAL
10104,NEGATIVE
10105,NEUTRAL
10106,NEGATIVE
10107,NEUTRAL
10108,NEUTRAL
10109,NEGATIVE
10110,MIXED
10111,NEUTRAL
10112,NEUTRAL
10113,MIXED
10114,NEUTRAL
10115,NEUTRAL
10116,NEUTRAL
10117,NEUTRAL
10118,NEUTRAL
10119,NEUTRAL
10120,NEGATIVE
10121,NEUTRAL
10122,NEUTRAL
10123,NEUTRAL
10124,NEUTRAL
10125,NEGATIVE
10126,NEUTRAL
10127,NEUTRAL
10128,NEUTRAL
10129,NEUTRAL
10130,NEGATIVE
10131,NEUTRAL
10132,NEUTRAL
10133,NEUTRAL
10134,MIXED
10135,NEUTRAL
10136,NEUTRAL
10137,NEGATIVE
10138,NEUTRAL
10139,NEUTRAL
10140,NEUTRAL
10141,NEUTRAL
10142,NEUTRAL
10143,NEUTRAL
10144,NEUTRAL
10145,NEGATIVE
10146,NEGATIVE
10147,NEUTRAL
10148,NEUTRAL
10149,NEUTRAL
10150,NEUTRAL
10151,NEUTRAL
10152,NEUTRAL
10153,NEUTRAL
10154,NEUTRAL
10155,MIXED
10156,NEUTRAL
10157,NEGATIVE
10158,NEUTRAL
10159,NEUTRAL
10160,NEUTRAL
10161,NEUTRAL
10162,NEUTRAL
10163,NEUTRAL
10164,NEUTRAL
10165,NEUTRAL
10166,MIXED
10167,NEUTRAL
10168,NEUTRAL
10169,NEGATIVE
10170,NEUTRAL
10171,NEUTRAL
10172,NEUTRAL
10173,NEUTRAL
10174,NEUTRAL
10175,NEGATIVE
10176,NEUTRAL
10177,NEUTRAL
10178,NEUTRAL
10179,NEUTRAL
10180,NEUTRAL
10181,NEUTRAL
10182,NEUTRAL
10183,NEUTRAL
10184,MIXED
10185,NEUTRAL
10186,NEUTRAL
10187,NEGATIVE
10188,NEUTRAL
10189,NEUTRAL
10190,NEUTRAL
10191,NEUTRAL
10192,NEUTRAL
10193,MIXED
10194,NEUTRAL
10195,NEUTRAL
10196,NEGATIVE
10197,MIXED
10198,NEUTRAL
10199,NEUTRAL
10200,NEUTRAL
10201,NEGATIVE
10202,NEUTRAL
10203,NEUTRAL
10204,NEUTRAL
10205,NEUTRAL
10206,NEUTRAL
10207,NEUTRAL
10208,NEUTRAL
10209,NEUTRAL
10210,NEUTRAL
10211,NEUTRAL
10212,NEUTRAL
10213,NEUTRAL
10214,MIXED
10215,NEGATIVE
10216,NEUTRAL
10217,NEUTRAL
10218,NEUTRAL
10219,NEUTRAL
10220,NEUTRAL
10221,NEUTRAL
10222,NEUTRAL
10223,NEUTRAL
10224,NEUTRAL
10225,NEGATIVE
10226,NEUTRAL
10227,NEUTRAL
10228,NEGATIVE
10229,NEUTRAL
10230,NEUTRAL
10231,NEUTRAL
10232,NEUTRAL
10233,NEUTRAL
10234,NEUTRAL
10235,NEUTRAL
10236,NEUTRAL
10237,NEUTRAL
10238,NEUTRAL
10239,NEUTRAL
10240,NEUTRAL
10241,NEUTRAL
10242,NEUTRAL
10243,NEUTRAL
10244,NEUTRAL
10245,NEUTRAL
10246,NEUTRAL
10247,NEUTRAL
10248,NEGATIVE
10249,NEUTRAL
10250,NEGATIVE
10251,NEUTRAL
10252,NEUTRAL
10253,NEUTRAL
10254,NEUTRAL
10255,NEUTRAL
10256,NEUTRAL
10257,NEUTRAL
10258,NEUTRAL
10259,NEUTRAL
10260,NEUTRAL
10261,NEUTRAL
10262,NEUTRAL
10263,NEUTRAL
10264,NEUTRAL
10265,NEUTRAL
10266,NEUTRAL
10267,NEUTRAL
10268,NEUTRAL
10269,NEUTRAL
10270,POSITIVE
10271,NEGATIVE
10272,NEUTRAL
10273,NEUTRAL
10274,NEUTRAL
10275,MIXED
10276,NEUTRAL
10277,NEGATIVE
10278,NEUTRAL
10279,NEUTRAL
10280,NEUTRAL
10281,NEUTRAL
10282,NEUTRAL
10283,NEUTRAL
10284,NEUTRAL
10285,NEUTRAL
10286,NEGATIVE
10287,NEGATIVE
10288,NEUTRAL
10289,NEGATIVE
10290,MIXED
10291,NEUTRAL
10292,NEUTRAL
10293,NEUTRAL
10294,NEUTRAL
10295,NEUTRAL
10296,POSITIVE
10297,NEUTRAL
10298,NEUTRAL
10299,NEUTRAL
10300,NEUTRAL
10301,MIXED
10302,NEUTRAL
10303,NEUTRAL
10304,NEUTRAL
10305,NEUTRAL
10306,NEUTRAL
10307,NEUTRAL
10308,NEUTRAL
10309,NEUTRAL
10310,NEUTRAL
10311,NEUTRAL
10312,NEUTRAL
10313,NEUTRAL
10314,NEUTRAL
10315,NEUTRAL
10316,NEUTRAL
10317,NEUTRAL
10318,NEUTRAL
10319,NEUTRAL
10320,NEUTRAL
10321,NEUTRAL
10322,NEUTRAL
10323,NEUTRAL
10324,NEUTRAL
10325,NEUTRAL
10326,NEUTRAL
10327,NEUTRAL
10328,NEUTRAL
10329,NEUTRAL
10330,NEUTRAL
10331,NEUTRAL
10332,NEUTRAL
10333,NEUTRAL
10334,NEUTRAL
10335,NEUTRAL
10336,NEUTRAL
10337,NEUTRAL
10338,NEUTRAL
10339,NEUTRAL
10340,NEUTRAL
10341,NEUTRAL
10342,NEUTRAL
10343,NEUTRAL
10344,NEUTRAL
10345,NEUTRAL
10346,NEUTRAL
10347,NEUTRAL
10348,NEUTRAL
10349,NEUTRAL
10350,NEUTRAL
10351,NEUTRAL
10352,NEUTRAL
10353,MIXED
10354,NEUTRAL
10355,NEUTRAL
10356,NEUTRAL
10357,NEUTRAL
10358,MIXED
10359,NEUTRAL
10360,NEUTRAL
10361,NEUTRAL
10362,NEUTRAL
10363,NEUTRAL
10364,NEUTRAL
10365,NEUTRAL
10366,NEUTRAL
10367,NEUTRAL
10368,NEUTRAL
10369,NEUTRAL
10370,NEUTRAL
10371,NEUTRAL
10372,NEUTRAL
10373,NEUTRAL
10374,NEUTRAL
10375,NEUTRAL
10376,NEUTRAL
10377,MIXED
10378,NEUTRAL
10379,NEUTRAL
10380,NEUTRAL
10381,MIXED
10382,NEUTRAL
10383,NEUTRAL
10384,NEUTRAL
10385,NEUTRAL
10386,NEUTRAL
10387,NEUTRAL
10388,NEUTRAL
10389,NEUTRAL
10390,NEUTRAL
10391,NEUTRAL
10392,NEGATIVE
10393,NEUTRAL
10394,NEUTRAL
10395,NEUTRAL
10396,NEUTRAL
10397,NEUTRAL
10398,NEUTRAL
10399,NEUTRAL
10400,NEUTRAL
10401,MIXED
10402,MIXED
10403,NEUTRAL
10404,MIXED
10405,NEUTRAL
10406,MIXED
10407,NEUTRAL
10408,NEGATIVE
10409,NEUTRAL
10410,NEUTRAL
10411,NEUTRAL
10412,MIXED
10413,NEGATIVE
10414,NEUTRAL
10415,NEUTRAL
10416,NEUTRAL
10417,NEUTRAL
10418,NEUTRAL
10419,NEUTRAL
10420,NEUTRAL
10421,NEUTRAL
10422,NEUTRAL
10423,NEUTRAL
10424,NEUTRAL
10425,NEUTRAL
10426,NEUTRAL
10427,NEUTRAL
10428,NEUTRAL
10429,NEUTRAL
10430,NEUTRAL
10431,NEUTRAL
10432,NEUTRAL
10433,MIXED
10434,NEUTRAL
10435,NEUTRAL
10436,NEUTRAL
10437,MIXED
10438,NEUTRAL
10439,NEUTRAL
10440,NEUTRAL
10441,NEUTRAL
10442,NEUTRAL
10443,NEUTRAL
10444,NEUTRAL
10445,NEUTRAL
10446,NEUTRAL
10447,NEUTRAL
10448,NEUTRAL
10449,NEUTRAL
10450,NEUTRAL
10451,NEUTRAL
10452,NEUTRAL
10453,NEUTRAL
10454,NEUTRAL
10455,NEUTRAL
10456,NEUTRAL
10457,NEUTRAL
10458,NEUTRAL
10459,NEUTRAL
10460,NEUTRAL
10461,NEUTRAL
10462,NEUTRAL
10463,NEUTRAL
10464,NEUTRAL
10465,NEUTRAL
10466,NEUTRAL
10467,NEUTRAL
10468,NEUTRAL
10469,NEUTRAL
10470,NEUTRAL
10471,NEUTRAL
10472,NEUTRAL
10473,NEUTRAL
10474,NEGATIVE
10475,NEUTRAL
10476,NEUTRAL
10477,NEUTRAL
10478,NEUTRAL
10479,NEUTRAL
10480,NEUTRAL
10481,NEUTRAL
10482,MIXED
10483,NEGATIVE
10484,NEUTRAL
10485,NEUTRAL
10486,NEUTRAL
10487,NEUTRAL
10488,NEUTRAL
10489,NEUTRAL
10490,NEUTRAL
10491,NEUTRAL
10492,NEUTRAL
10493,NEUTRAL
10494,NEUTRAL
10495,NEUTRAL
10496,NEUTRAL
10497,NEUTRAL
10498,NEUTRAL
10499,MIXED
10500,NEUTRAL
10501,NEUTRAL
10502,NEUTRAL
10503,NEUTRAL
10504,NEGATIVE
10505,NEUTRAL
10506,NEUTRAL
10507,NEUTRAL
10508,NEUTRAL
10509,NEUTRAL
10510,NEUTRAL
10511,NEGATIVE
10512,NEUTRAL
10513,NEGATIVE
10514,MIXED
10515,NEUTRAL
10516,NEUTRAL
10517,NEGATIVE
10518,NEUTRAL
10519,NEUTRAL
10520,NEUTRAL
10521,MIXED
10522,NEUTRAL
10523,NEUTRAL
10524,NEUTRAL
10525,NEUTRAL
10526,NEUTRAL
10527,NEUTRAL
10528,NEUTRAL
10529,NEUTRAL
10530,NEUTRAL
10531,NEUTRAL
10532,NEUTRAL
10533,NEUTRAL
10534,NEUTRAL
10535,NEUTRAL
10536,NEUTRAL
10537,NEUTRAL
10538,NEUTRAL
10539,NEUTRAL
10540,NEUTRAL
10541,NEGATIVE
10542,NEUTRAL
10543,NEUTRAL
10544,NEGATIVE
10545,NEUTRAL
10546,NEUTRAL
10547,NEGATIVE
10548,NEUTRAL
10549,NEUTRAL
10550,NEUTRAL
10551,NEUTRAL
10552,NEUTRAL
10553,NEUTRAL
10554,NEUTRAL
10555,NEUTRAL
10556,MIXED
10557,NEUTRAL
10558,NEUTRAL
10559,NEUTRAL
10560,NEUTRAL
10561,NEUTRAL
10562,NEUTRAL
10563,NEUTRAL
10564,NEUTRAL
10565,NEUTRAL
10566,NEUTRAL
10567,NEUTRAL
10568,NEUTRAL
10569,NEUTRAL
10570,NEUTRAL
10571,NEUTRAL
10572,NEUTRAL
10573,NEUTRAL
10574,NEUTRAL
10575,NEUTRAL
10576,NEUTRAL
10577,NEUTRAL
10578,NEUTRAL
10579,NEUTRAL
10580,MIXED
10581,NEGATIVE
10582,NEGATIVE
10583,NEUTRAL
10584,NEUTRAL
10585,NEUTRAL
10586,NEUTRAL
10587,NEUTRAL
10588,NEUTRAL
